index,customer_city,customer_state,geo_lat,geo_lng,avg_delivery_time,total_payment_value,avg_payment_value,max_payment_value,cnt_payment_value,avg_delivery_time_formatted,delivery_time_days
182,Anguera,BA,-12.150285458856343,-39.245960093032245,15 days 05:16:41,144.99,144.99,144.99,1,15 days,15
3936,Vargem grande do soturno,ES,-20.988488233934397,-42.23727344129296,27 days 20:35:01,111.02,111.02,111.02,1,27 days,27
514,Bom retiro,SC,-27.79835761038368,-49.488573081200194,10 days 04:00:00,88.37,88.37,88.37,1,10 days,10
527,Boquira,BA,-12.796852188705783,-42.71130889843319,14 days 23:08:33,95.67,95.67,95.67,1,14 days,14
111,Alto alegre do pindare,MA,-3.724104406992829,-45.8639974185921,12 days 12:22:45,259.56,259.56,259.56,1,12 days,12
525,Bonito de santa fe,PB,-7.313342946555163,-38.51421804158558,18 days 20:44:39,162.85,162.85,162.85,1,18 days,18
524,Bonito de minas,MG,-15.323332390913766,-44.75789991476468,26 days 04:57:44,115.44,115.44,115.44,1,26 days,26
3908,Urucuia,MG,-16.12493568797171,-45.740753304455104,16 days 22:31:01,168.29,168.29,168.29,1,16 days,16
3905,Urucania,MG,-20.352192156094755,-42.747352187448826,8 days 21:31:06,200.33,200.33,200.33,1,8 days,8
3522,Sao nicolau,RS,-28.185019434747986,-55.26145184364718,20 days 23:09:21,138.6,138.6,138.6,1,20 days,20
3523,Sao patricio,GO,-15.350684947467316,-49.81923618621308,4 days 06:52:59,172.96,172.96,172.96,1,4 days,4
3904,Uruburetama,CE,-3.622250892797858,-39.50804077887797,12 days 03:41:19,87.8,87.8,87.8,1,12 days,12
3901,Uruana de minas,MG,-16.059718645669523,-46.255281956297424,21 days 03:38:07,33.0,33.0,33.0,1,21 days,21
123,Alto piquiri,PR,-24.032267622640834,-53.43985746757152,7 days 04:28:17,432.5,432.5,432.5,1,7 days,7
3528,Sao pedro da agua branca,MA,-5.076683891323354,-48.41881401577945,19 days 04:23:28,336.56,336.56,336.56,1,19 days,19
3726,Tapera,RS,-28.627901293386625,-52.86988286131272,7 days 16:59:04,79.07,79.07,79.07,1,7 days,7
3532,Sao pedro do butia,RS,-28.12459813786746,-54.89342720738442,9 days 21:46:08,116.19,116.19,116.19,1,9 days,9
3512,Sao miguel do aleixo,SE,-10.386074758058108,-37.37878589064772,18 days 01:06:20,70.86,70.86,70.86,1,18 days,18
3533,Sao pedro do iguacu,PR,-24.91407193493534,-53.88664990907251,43 days 23:02:34,142.96,142.96,142.96,1,43 days,43
3893,Unistalda,RS,-29.047378076761216,-55.153083990286035,16 days 02:15:59,64.47,64.47,64.47,1,16 days,16
3892,Uniao dos palmares,AL,-9.157218563819532,-36.026978717089335,27 days 02:04:33,309.25,309.25,309.25,1,27 days,27
3535,Sao pedro do sul,RS,-29.554610604083763,-54.21123284419048,18 days 08:58:09,121.97,121.97,121.97,1,18 days,18
3891,Uniao do sul,MT,-11.531251108353345,-54.36837305374468,16 days 22:00:20,249.2,249.2,249.2,1,16 days,16
3890,Uniao do oeste,SC,-26.773887306606184,-52.85390190900273,19 days 07:32:10,40.09,40.09,40.09,1,19 days,19
509,Bom jesus do sul,PR,-26.194806599274045,-53.598674520490796,8 days 04:23:54,245.1,245.1,245.1,1,8 days,8
3538,Sao rafael,RN,-5.803201126604432,-36.8862373339404,21 days 05:28:19,62.28,62.28,62.28,1,21 days,21
3887,Uniao da serra,RS,-28.758904580489418,-52.01163548343003,16 days 02:06:02,33.6,33.6,33.6,1,16 days,16
3886,Uniao,PI,-4.586113179491656,-42.86238155580789,15 days 23:56:23,393.32,393.32,393.32,1,15 days,15
505,Bom jesus do araguaia,MT,-12.24335622327465,-51.59296235351379,27 days 19:44:21,1247.29,1247.29,1247.29,1,27 days,27
504,Bom jesus do amparo,MG,-19.70770771675895,-43.475249717636665,11 days 22:18:52,218.54,218.54,218.54,1,11 days,11
137,Alvorada d'oeste,RO,-11.349470744463781,-62.2869731930518,41 days 02:04:55,430.1,430.1,430.1,1,41 days,41
3513,Sao miguel do anta,MG,-20.719422355699994,-42.7157808218408,8 days 19:10:47,254.09,254.09,254.09,1,8 days,8
110,Alto alegre do maranhao,MA,-4.214134911794691,-44.44951278413494,9 days 19:27:03,123.32,123.32,123.32,1,9 days,9
3882,Umburatiba,MG,-17.261703202767414,-40.59270094037252,6 days 10:09:54,134.7,134.7,134.7,1,6 days,6
3929,Vargeao,SC,-26.855482547891192,-52.15002291593487,10 days 04:10:57,520.65,520.65,520.65,1,10 days,10
556,Brejo bonito,MG,-21.8513394321701,-50.71456121963189,11 days 14:51:04,153.9,153.9,153.9,1,11 days,11
555,Brejo,MA,-3.6796750053374514,-42.753229897613146,21 days 22:24:56,138.24,138.24,138.24,1,21 days,21
554,Brejetuba,ES,-20.14768728208619,-41.29158581823656,21 days 04:11:36,144.54,144.54,144.54,1,21 days,21
3935,Vargem grande do rio pardo,MG,-15.398262506297819,-42.308415559771454,37 days 03:54:39,365.98,365.98,365.98,1,37 days,37
3934,Vargem grande,MA,-3.544078339355614,-43.91826140002698,18 days 02:50:46,137.01,137.01,137.01,1,18 days,18
92,Almas,TO,-11.567892561876574,-47.16831043399929,14 days 21:54:56,113.56,113.56,113.56,1,14 days,14
94,Almino afonso,RN,-6.155247530745038,-37.76818300221504,15 days 09:58:53,470.01,470.01,470.01,1,15 days,15
3491,Sao lourenco do piaui,PI,-9.169084034367527,-42.544389853520286,13 days 23:31:24,191.11,191.11,191.11,1,13 days,13
3931,Vargem alegre,MG,-19.605031024290255,-42.29861455152771,5 days 19:24:02,94.71,94.71,94.71,1,5 days,5
551,Braunas,MG,-19.20869666709772,-42.97641519891935,6 days 19:59:41,105.28,105.28,105.28,1,6 days,6
549,Brasopolis,MG,-22.478535643061456,-45.6179413188178,14 days 01:28:42,115.9,115.9,115.9,1,14 days,14
546,Brasileia,AC,-11.005940733106021,-68.74917530692646,30 days 00:54:00,139.53,139.53,139.53,1,30 days,30
545,Brasilandia de minas,MG,-17.00502700552426,-46.0061646639406,29 days 05:58:57,98.49,98.49,98.49,1,29 days,29
3928,Vanini,RS,-28.4754788805008,-51.844427950983686,31 days 04:09:17,106.87,106.87,106.87,1,31 days,31
3511,Sao miguel das matas,BA,-13.047656931762493,-39.45439400184948,22 days 22:31:40,221.0,221.0,221.0,1,22 days,22
96,Almirante tamandare do sul,RS,-28.11563383443064,-52.91491693557196,11 days 23:53:59,65.0,65.0,65.0,1,11 days,11
544,Brasilandia,MS,-21.26624262335363,-52.06609443412147,17 days 01:56:40,75.07,75.07,75.07,1,17 days,17
3499,Sao luiz do norte,GO,-14.86324516749846,-49.32859487672178,9 days 00:31:25,148.33,148.33,148.33,1,9 days,9
3501,Sao mamede,PB,-6.927411061854054,-37.096777820433296,7 days 05:36:01,137.1,137.1,137.1,1,7 days,7
98,Alpestre,RS,-27.25035234287266,-53.03555485473069,13 days 08:43:32,136.98,136.98,136.98,1,13 days,13
536,Botupora,BA,-13.379246877494014,-42.52231109875634,33 days 20:17:18,346.51,346.51,346.51,1,33 days,33
3506,Sao mateus de minas,MG,-22.707410124912013,-46.03526215592884,29 days 09:17:27,82.88,82.88,82.88,1,29 days,29
533,Botelho,SP,-21.975891484603352,-47.675090169220525,12 days 06:13:48,265.04,265.04,265.04,1,12 days,12
106,Altinho,PE,-8.488189811112091,-36.06023398040497,7 days 14:44:48,50.94,50.94,50.94,1,7 days,7
3919,Vale do sol,RS,-29.607198255806324,-52.68086189266144,15 days 16:41:35,37.09,37.09,37.09,1,15 days,15
3918,Valao do barro,RJ,-22.345766968364543,-41.75767926461165,33 days 08:08:28,86.54,86.54,86.54,1,33 days,33
532,Bossoroca,RS,-28.727270770936784,-54.9107887611147,10 days 07:47:10,213.34,213.34,213.34,1,10 days,10
528,Boraceia,SP,-22.196133797116712,-48.77801123326215,6 days 18:37:31,39.96,39.96,39.96,1,6 days,6
138,Alvorada do gurgueia,PI,-8.45259799999995,-43.94154833333329,10 days 19:23:41,87.85,87.85,87.85,1,10 days,10
3545,Sao sebastiao da amoreira,PR,-23.465016816917828,-50.76104049163858,20 days 04:04:13,63.23,63.23,63.23,1,20 days,20
3836,Trombas,GO,-13.51023766630793,-48.74303416095664,15 days 01:20:47,32.07,32.07,32.07,1,15 days,15
167,Andarai,BA,-12.787871113669794,-41.291232096591294,21 days 02:59:50,109.5,109.5,109.5,1,21 days,21
3857,Tururu,CE,-3.598104898072363,-39.43614668673904,40 days 11:18:49,215.6,215.6,215.6,1,40 days,40
3579,Satiro dias,BA,-11.605014606657434,-38.5830938190747,17 days 06:49:37,41.29,41.29,41.29,1,17 days,17
159,Anage,BA,-14.611360791492,-41.13638283709852,19 days 01:28:25,97.38,97.38,97.38,1,19 days,19
161,Ananas,TO,-6.3691057628978305,-48.0732415223337,13 days 22:34:34,122.76,122.76,122.76,1,13 days,13
3854,Tupassi,PR,-24.599052935525002,-53.508766620135376,13 days 05:00:01,32.38,32.38,32.38,1,13 days,13
3582,Saubara,BA,-12.743405333736474,-38.76874492304449,12 days 05:23:20,228.6,228.6,228.6,1,12 days,12
3851,Tuparece,MG,-19.89323733483254,-43.9863046834627,13 days 03:31:05,31.73,31.73,31.73,1,13 days,13
450,Benedito leite,MA,-7.2185315166586035,-44.55507182209266,34 days 10:11:30,134.12,134.12,134.12,1,34 days,34
3589,Sebastiao leal,PI,-7.570047212577284,-44.063227109671274,12 days 15:44:29,75.89,75.89,75.89,1,12 days,12
165,Anaurilandia,MS,-22.183762002558534,-52.71823908697343,9 days 23:57:10,86.24,86.24,86.24,1,9 days,9
3591,Sede alvorada,PR,-24.82693999999998,-53.646109999999965,20 days 23:19:55,154.9,154.9,154.9,1,20 days,20
3592,Segredo,RS,-29.334054626519027,-52.97154232089777,9 days 00:41:32,60.14,60.14,60.14,1,9 days,9
3593,Selbach,RS,-28.630116022225685,-52.954191678007035,15 days 22:34:11,68.13,68.13,68.13,1,15 days,15
172,Andre da rocha,RS,-28.632841075906104,-51.57346986434233,7 days 03:15:39,146.13,146.13,146.13,1,7 days,7
3859,Turvelandia,GO,-17.852312315959438,-50.305787376690915,20 days 18:49:32,42.4,42.4,42.4,1,20 days,20
3596,Senador cortes,MG,-21.804296451189625,-42.945876656304065,9 days 07:29:05,400.66,400.66,400.66,1,9 days,9
3845,Tunapolis,SC,-26.971256657277877,-53.638902941062874,12 days 08:01:32,343.68,343.68,343.68,1,12 days,12
3844,Tumiritinga,MG,-19.00484554584605,-41.65183983345179,6 days 07:22:28,480.31,480.31,480.31,1,6 days,6
3843,Tuiuti,SP,-22.81419262248133,-46.69485417580671,11 days 07:35:03,60.85,60.85,60.85,1,11 days,11
174,Andrequice,MG,-18.25622999999996,-45.06661999999994,19 days 22:03:51,215.14,215.14,215.14,1,19 days,19
176,Angelica,MS,-22.155563376147217,-53.77800467267233,16 days 06:50:33,76.86,76.86,76.86,1,16 days,16
177,Angelina,SC,-27.58206007230407,-48.98438664013937,18 days 19:06:39,142.05,142.05,142.05,1,18 days,18
3599,Senador jose porfirio,PA,-2.615753501785348,-51.936138246790165,23 days 08:57:33,31.63,31.63,31.63,1,23 days,23
3600,Senador la rocque,MA,-5.482464652508486,-47.22083130578991,12 days 18:58:18,124.43,124.43,124.43,1,12 days,12
178,Angical,BA,-12.006384427285656,-44.698162626990054,22 days 22:07:03,293.5,293.5,293.5,1,22 days,22
179,Angical do piaui,PI,-6.079023820168208,-42.736124286027476,10 days 07:14:12,80.92,80.92,80.92,1,10 days,10
180,Angicos,RN,-5.66603171630403,-36.60327364407801,26 days 00:06:42,101.77,101.77,101.77,1,26 days,26
3603,Senador salgado filho,RS,-28.0257982976049,-54.54445219094282,6 days 23:19:59,102.49,102.49,102.49,1,6 days,6
455,Bequimao,MA,-2.4510717579240366,-44.78726254955132,13 days 08:36:16,386.15,386.15,386.15,1,13 days,13
3577,Sarutaia,SP,-23.274627877633094,-49.47703188494938,10 days 07:25:53,71.82,71.82,71.82,1,10 days,10
497,Bom jardim de goias,GO,-16.20174282856144,-52.17455481299575,27 days 12:08:53,25.1,25.1,25.1,1,27 days,27
481,Boa vista do burica,RS,-27.668677415966574,-54.11113064990074,9 days 16:52:41,252.09,252.09,252.09,1,9 days,9
3881,Umburanas,BA,-10.731455413955146,-41.32330803113113,15 days 02:56:59,123.75,123.75,123.75,1,15 days,15
3548,Sao sebastiao de campos,RJ,-20.757345182143844,-49.88184551275958,34 days 01:19:56,38.9,38.9,38.9,1,34 days,34
141,Amanari,CE,-3.504514941264218,-39.57289793990247,23 days 01:33:59,419.39,419.39,419.39,1,23 days,23
3879,Ulianopolis,PA,-3.749900885014324,-47.499745776486165,31 days 17:16:51,64.4,64.4,64.4,1,31 days,31
3878,Uirauna,PB,-6.518964635954034,-38.41206511274139,17 days 22:42:55,285.36,285.36,285.36,1,17 days,17
142,Amapa do maranhao,MA,-1.6740152531915955,-46.01075156612798,16 days 15:26:27,50.05,50.05,50.05,1,16 days,16
489,Bodo,RN,-5.988987926410246,-36.41243181692128,21 days 05:40:27,84.57,84.57,84.57,1,21 days,21
3874,Ubirajara,SP,-22.527613435195004,-49.661752758183525,7 days 21:19:47,96.09,96.09,96.09,1,7 days,7
145,Amarante,PI,-6.242804734400218,-42.853531041069,17 days 23:23:13,953.84,953.84,953.8399999999999,1,17 days,17
3554,Sao sebastiao do rio verde,MG,-22.218792498885527,-44.97777633323917,11 days 13:01:19,332.58,332.58,332.58,1,11 days,11
484,Boa vista do sul,RS,-29.34647313882286,-51.67305377843535,13 days 21:49:35,46.22,46.22,46.22,1,13 days,13
146,Amargosa,BA,-13.027915958035509,-39.60169104219675,21 days 00:51:12,71.81,71.81,71.81,1,21 days,21
482,Boa vista do cadeado,RS,-28.57759560610713,-53.813659189325975,28 days 22:23:04,464.98,464.98,464.98,1,28 days,28
480,Boa vista das missoes,RS,-27.66147676285342,-53.31677388833162,9 days 17:29:47,367.56,367.56,367.56,1,9 days,9
3576,Sardoa,MG,-18.781920225896094,-42.36724227806817,11 days 20:47:44,137.99,137.99,137.99,1,11 days,11
3870,Ubata,BA,-14.21362506012072,-39.522954871573475,17 days 07:42:01,210.18,210.18,210.18,1,17 days,17
476,Boa ventura,RJ,-21.207949118544864,-41.88977443369495,14 days 12:16:27,31.69,31.69,31.69,1,14 days,14
148,America dourada,BA,-11.45534706517941,-41.45792194795551,44 days 11:43:55,217.92,217.92,217.92,1,44 days,44
152,Americo de campos,SP,-20.299358944929477,-49.73264497409821,10 days 13:44:23,293.36,293.36,293.36,1,10 days,10
3865,Ubai,MG,-16.289824395963613,-44.782768172251146,11 days 16:36:05,61.73,61.73,61.73,1,11 days,11
474,Boa esperanca do iguacu,PR,-25.63581904690653,-53.21447534566015,24 days 20:19:27,51.0,51.0,51.0,1,24 days,24
470,Biritinga,BA,-11.621067370397462,-38.80797809110514,13 days 00:08:50,147.57,147.57,147.57,1,13 days,13
154,Amontada,CE,-3.3654681773745936,-39.83000034505478,18 days 02:21:42,81.57,81.57,81.57,1,18 days,18
156,Amparo da serra,MG,-20.50873879690439,-42.80091590525793,11 days 20:35:08,66.06,66.06,66.06,1,11 days,11
461,Bertopolis,MG,-17.027409747481066,-40.55576147146938,34 days 03:56:55,82.12,82.12,82.12,1,34 days,34
460,Bertolinia,PI,-7.639713116099053,-43.95252058670906,20 days 07:31:37,483.87,483.87,483.87,1,20 days,20
457,Berizal,MG,-15.620342230243962,-41.74589223879504,14 days 23:36:07,221.98,221.98,221.98,1,14 days,14
456,Berilo,MG,-16.9227674102542,-42.478475011191115,10 days 10:55:47,78.22,78.22,78.22,1,10 days,10
3345,Santo expedito do sul,RS,-27.930038590396002,-51.65968008202175,9 days 21:27:21,237.54,237.54,237.54,1,9 days,9
2067,Lindolfo collor,RS,-29.597265377771162,-51.209442776110954,9 days 02:32:15,130.65,130.65,130.65,1,9 days,9
712,Campo grande do piaui,PI,-7.147809345645576,-41.04434498937297,12 days 15:19:41,190.88,190.88,190.88,1,12 days,12
1636,Independencia,CE,-5.395710522347874,-40.30955064934924,19 days 11:35:42,136.05,136.05,136.05,1,19 days,19
1614,Ilha grande,PI,-2.852174529633772,-41.81217651338669,14 days 04:17:21,174.68,174.68,174.68,1,14 days,14
1619,Ilicinea,MG,-20.940577532886604,-45.82723735222764,16 days 09:56:39,105.28,105.28,105.28,1,16 days,16
2511,Novo planalto,GO,-13.240724859882576,-49.50851878407679,11 days 15:26:43,46.29,46.29,46.29,1,11 days,11
2508,Novo mundo,MT,-9.97568264413675,-55.17406986024913,17 days 07:21:16,77.13,77.13,77.13,1,17 days,17
2507,Novo machado,RS,-27.561450348196107,-54.50039835905089,11 days 20:50:15,77.66,77.66,77.66,1,11 days,11
2506,Novo lino,AL,-8.941920209972302,-35.6635919416324,14 days 08:28:11,114.26,114.26,114.26,1,14 days,14
2505,Novo jardim,TO,-11.819560788904193,-46.62521807090953,21 days 01:44:36,60.98,60.98,60.98,1,21 days,21
2504,Novo itacolomi,PR,-23.765090555947094,-51.50670423186026,12 days 00:50:07,122.22,122.22,122.22,1,12 days,12
2499,Novo cabrais,RS,-29.73735462458039,-52.95390846390036,19 days 01:34:47,71.15,71.15,71.15,1,19 days,19
2521,Oiapoque,AP,3.842508276217248,-51.833958416345595,30 days 09:59:37,425.24,425.24,425.24,1,30 days,30
2498,Novo brasil,ES,-19.249396534825074,-40.518293109768535,148 days 04:11:17,103.75,103.75,103.75,1,148 days,148
2496,Novo alegre,TO,-12.914308930078104,-46.57394544207846,20 days 09:50:26,319.09,319.09,319.09,1,20 days,20
2495,Novais,SP,-20.99543528043601,-48.919331724846614,9 days 00:13:58,111.99,111.99,111.99,1,9 days,9
2493,Nova vicosa,BA,-17.898358182362454,-39.37363049842613,24 days 20:37:34,271.01,271.01,271.01,1,24 days,24
1641,Indiaroba,SE,-11.522596449776403,-37.50900137028286,39 days 14:40:58,68.8,68.8,68.8,1,39 days,39
2490,Nova ubirata,MT,-13.016623505122645,-55.17194331679937,12 days 20:41:42,123.75,123.75,123.75,1,12 days,12
1642,Inga,PB,-7.290068210889992,-35.606067849889854,14 days 05:01:12,169.99,169.99,169.99,1,14 days,14
2488,Nova timboteua,PA,-1.1827933479544828,-47.38893559148273,18 days 20:22:33,133.05,133.05,133.05,1,18 days,18
2522,Olaria,MG,-21.86084295267034,-43.93540762223418,10 days 01:40:56,96.22,96.22,96.22,1,10 days,10
1648,Inhuma,PI,-6.666772166285078,-41.70839353165396,35 days 08:03:58,112.35,112.35,112.35,1,35 days,35
1584,Icatu,MA,-2.775034274041348,-44.05948689662217,16 days 11:07:23,892.9,892.9,892.9,1,16 days,16
2554,Ouro,SC,-27.333700204666858,-51.605259013403035,16 days 22:13:19,310.25,310.25,310.25,1,16 days,16
2553,Ourizona,PR,-23.40463243548767,-52.19355180319951,19 days 11:57:36,167.8,167.8,167.8,1,19 days,19
1575,Ibitira,BA,-14.205943535785892,-42.11626073203683,22 days 18:21:01,421.03,421.03,421.03,1,22 days,22
1576,Ibitita,BA,-11.543743190919164,-41.9756783146835,16 days 18:41:56,1534.58,1534.58,1534.58,1,16 days,16
1577,Ibitiuva,SP,-19.886870655426726,-47.01635693205662,6 days 17:52:47,27.69,27.69,27.69,1,6 days,6
2549,Ourem,PA,-1.5484759472986485,-47.11441508631301,57 days 09:31:00,66.05,66.05,66.05,1,57 days,57
2547,Osvaldo kroeff,RS,-28.976685770130608,-50.06326295388895,20 days 19:04:04,262.16,262.16,262.16,1,20 days,20
1583,Icaraima,PR,-23.39316294263535,-53.61950269661658,10 days 23:30:52,43.95,43.95,43.95,1,10 days,10
1592,Igapora,BA,-13.775638024760488,-42.71408353477745,35 days 21:45:54,56.78,56.78,56.78,1,35 days,35
2523,Oleo,SP,-22.940462126440508,-49.3404494057287,9 days 05:12:57,73.34,73.34,73.34,1,9 days,9
2539,Orobo,PE,-7.749149101441677,-35.60411555603403,23 days 21:18:07,142.63,142.63,142.63,1,23 days,23
1596,Igarape-acu,PA,-1.1279582637701353,-47.61973920741049,17 days 09:26:32,94.76,94.76,94.76,1,17 days,17
1597,Igarape-miri,PA,-1.9798988374210003,-48.959710972774644,29 days 03:47:28,65.03,65.03,65.03,1,29 days,29
1600,Igaratinga,MG,-19.95489936249545,-44.70769798991146,9 days 04:18:53,336.38,336.38,336.38,1,9 days,9
2535,Orizania,MG,-20.506175664051682,-42.20584853608781,14 days 07:38:44,190.09,190.09,190.09,1,14 days,14
1601,Igrapiuna,BA,-13.822787464806243,-39.14218825449215,25 days 04:39:39,52.05,52.05,52.05,1,25 days,25
2532,Onda verde,SP,-20.608164456239606,-49.29805907727272,8 days 09:01:34,89.49,89.49,89.49,1,8 days,8
2526,Olhos d'agua,MG,-17.401603862301886,-43.571005447498884,22 days 03:09:44,119.84,119.84,119.84,1,22 days,22
1643,Ingai,MG,-21.40247034075929,-44.92081235917165,30 days 07:49:16,109.38,109.38,109.38,1,30 days,30
2483,Nova santa barbara,PR,-23.588055104023535,-50.76292673504195,11 days 18:32:46,130.53,130.53,130.53,1,11 days,11
2401,Nazare da mata,PE,-7.743509777420115,-35.22705300810346,16 days 06:11:34,114.56,114.56,114.56,1,16 days,16
1702,Isaias coelho,PI,-7.738536137932019,-41.67869040245638,10 days 01:58:34,209.46,209.46,209.46,1,10 days,10
1682,Ipuiuna,MG,-21.934313385009407,-46.126336868400706,35 days 23:09:05,188.34,188.34,188.34,1,35 days,35
1684,Ipupiara,BA,-11.819679206712275,-42.615964859907514,23 days 21:32:14,525.85,525.85,525.85,1,23 days,23
2440,Nova crixas,GO,-14.094530496663717,-50.3435023323089,14 days 00:08:16,176.18,176.18,176.18,1,14 days,14
2433,Nova boa vista,RS,-27.992458122241498,-52.980951758737106,23 days 02:21:50,75.85,75.85,75.85,1,23 days,23
2429,Nova araca,RS,-28.659589690065662,-51.74863202315353,10 days 21:28:03,136.59,136.59,136.59,1,10 days,10
2427,Nova america da colina,PR,-23.33126668325342,-50.71854215134922,11 days 02:45:55,76.65,76.65,76.65,1,11 days,11
2426,Nova america,GO,-15.02206686103527,-49.893398070713395,15 days 19:34:57,66.11,66.11,66.11,1,15 days,15
1699,Iretama,PR,-24.40993758440824,-52.10075796373303,22 days 11:46:37,139.59,139.59,139.59,1,22 days,22
2422,Nossa senhora do o,PE,-8.36072323908884,-34.98625112512223,8 days 18:28:25,61.61,61.61,61.61,1,8 days,8
2446,Nova esperanca do sudoeste,PR,-25.899983729717466,-53.26151800839115,13 days 00:15:06,100.33,100.33,100.33,1,13 days,13
2421,Nossa senhora de lourdes,SE,-10.078082211566453,-37.05431618159144,18 days 22:53:50,118.1,118.1,118.1,1,18 days,18
2418,Nossa senhora das dores,SE,-10.464356642872392,-37.210806466356985,28 days 20:14:01,598.23,598.23,598.23,1,28 days,28
2416,Nortelandia,MT,-14.45246234638014,-56.80464529140043,15 days 23:42:21,210.64,210.64,210.64,1,15 days,15
2414,Nobres,MT,-14.712726951281516,-56.31519130999977,14 days 02:39:28,59.91,59.91,59.91,1,14 days,14
1704,Itaara,RS,-29.5968016501597,-53.76801100248575,31 days 02:21:56,73.15,73.15,73.15,1,31 days,31
1713,Itabirinha,MG,-18.565779951585817,-41.23564099878552,7 days 01:20:41,157.41,157.41,157.41,1,7 days,7
1719,Itacoatiara,AM,-3.1317886291397716,-58.431686830492836,46 days 05:01:50,92.98,92.98,92.98,1,46 days,46
2445,Nova esperanca do piria,PA,-2.25722575385321,-46.95885788805854,17 days 19:03:57,2252.66,2252.66,2252.66,1,17 days,17
1680,Ipueira,RN,-6.815904085880835,-37.19881332377273,31 days 20:49:33,228.57,228.57,228.57,1,31 days,31
2481,Nova roma do sul,RS,-28.987234388238626,-51.40785295265843,9 days 09:20:50,1127.29,1127.29,1127.29,1,9 days,9
2464,Nova luzitania,SP,-20.856451163027177,-50.26211321114505,27 days 02:04:57,34.75,34.75,34.75,1,27 days,27
2480,Nova roma,GO,-13.741770516069945,-46.88151285654092,17 days 12:42:21,67.59,67.59,67.59,1,17 days,17
2479,Nova resende,MG,-21.11141078117889,-46.420562692445976,12 days 12:40:57,26.09,26.09,26.09,1,12 days,12
2478,Nova redencao,BA,-12.8161305099824,-41.069748002827914,32 days 21:09:07,36.69,36.69,36.69,1,32 days,32
1653,Iomere,SC,-27.00190811571919,-51.24030088969536,2 days 23:14:48,63.79,63.79,63.79,1,2 days,2
2472,Nova padua,RS,-29.027600933861294,-51.30913401762652,13 days 19:35:30,89.36,89.36,89.36,1,13 days,13
1659,Ipaumirim,CE,-6.790161423693346,-38.71890820584663,22 days 15:06:15,307.11,307.11,307.11,1,22 days,22
1662,Ipecaeta,BA,-12.311407125375581,-39.30950897255724,29 days 22:09:38,40.19,40.19,40.19,1,29 days,29
1670,Ipiranga de goias,GO,-15.1730986160153,-49.67208721976931,16 days 05:25:36,139.98,139.98,139.98,1,16 days,16
2450,Nova floresta,PB,-6.455501841703926,-36.20590796891664,27 days 20:22:55,155.0,155.0,155.0,1,27 days,27
2461,Nova laranjeiras,PR,-25.305346043348553,-52.53942861117956,7 days 23:00:45,251.59,251.59,251.59,1,7 days,7
2460,Nova lacerda,MT,-14.474447766348016,-59.58685492554173,21 days 20:09:36,380.75,380.75,380.75,1,21 days,21
2458,Nova ipixuna,PA,-4.9214714305945515,-49.07880708174833,9 days 10:46:40,517.03,517.03,517.03,1,9 days,9
2457,Nova independencia,SP,-21.107561050741538,-51.49134299887708,8 days 09:18:22,34.86,34.86,34.86,1,8 days,8
1671,Ipiranga do norte,MT,-12.209356507067444,-56.139264782373736,15 days 05:00:27,114.83,114.83,114.83,1,15 days,15
1672,Ipiranga do sul,RS,-27.936725922298304,-52.42664404208648,13 days 21:57:18,133.25,133.25,133.25,1,13 days,13
2454,Nova guataporanga,SP,-21.332455863200394,-51.64596990139046,6 days 21:20:57,117.76,117.76,117.76,1,6 days,6
2453,Nova guarita,MT,-10.310601820328687,-55.404855127740255,16 days 00:08:17,41.79,41.79,41.79,1,16 days,16
1573,Ibitiara,BA,-12.620603869118954,-42.23648302399432,12 days 02:26:16,157.28,157.28,157.28,1,12 days,12
1568,Ibirapua,BA,-17.686704049320333,-40.10830512640589,13 days 07:27:47,141.42,141.42,141.42,1,13 days,13
2560,Ouro verde de goias,GO,-16.2184895491168,-49.196335588450886,7 days 05:04:41,98.23,98.23,98.23,1,7 days,7
2652,Pareci novo,RS,-29.63739644121202,-51.40402786525684,9 days 22:22:15,37.1,37.1,37.1,1,9 days,9
2663,Passa tempo,MG,-20.652362406747603,-44.49185581676562,7 days 23:37:33,146.46,146.46,146.46,1,7 days,7
1433,Governador dix-sept rosado,RN,-5.450871034590359,-37.524499346387095,21 days 21:06:05,194.82,194.82,194.82,1,21 days,21
2660,Parnarama,MA,-5.681526563363478,-43.09391386530676,19 days 20:37:03,217.82,217.82,217.82,1,19 days,19
1434,Governador eugenio barros,MA,-5.325737636004153,-44.23392915467154,19 days 20:08:05,417.45,417.45,417.45,1,19 days,19
2657,Parisi,SP,-20.305991533548113,-50.011150681476224,12 days 20:24:24,46.34,46.34,46.34,1,12 days,12
1436,Governador mangabeira,BA,-12.601161055340533,-39.04582470442742,20 days 05:13:36,116.26,116.26,116.26,1,20 days,20
2655,Paripueira,AL,-9.462653803070658,-35.546981410965365,26 days 16:01:27,379.2,379.2,379.2,1,26 days,26
1439,Graccho cardoso,SE,-10.22917261887537,-37.19691670316733,21 days 10:37:16,723.72,723.72,723.72,1,21 days,21
2651,Pardinho,SP,-23.08998348577017,-48.384063172673436,14 days 08:48:51,355.06,355.06,355.06,1,14 days,14
2666,Passira,PE,-7.98068080703048,-35.581976980508955,50 days 00:55:50,461.72,461.72,461.72,1,50 days,50
